School,Type,Street Address,Zip Code,option_alt,latitude,longitude,geocode
Hazel Wolf,k-8,11530 12th Ave NEÌ_,98125,option,-122.3151697,47.71345542,"{'address': '11530 12th Ave NE, Seattle, Washington, 98125', 'location': {'x': -122.31516970783115, 'y': 47.71345541909517}, 'score': 94.24, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 94.24, 'Match_addr': '11530 12th Ave NE, Seattle, Washington, 98125', 'LongLabel': '11530 12th Ave NE, Seattle, WA, 98125, USA', 'ShortLabel': '11530 12th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '11530 12th Ave NE, Seattle, Washington, 98125', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '11530', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '12th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '11530 12th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Pinehurst', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98125', 'PostalExt': '6310', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.31516970783115, 'Y': 47.71345541909517, 'DisplayX': -122.31463049999999, 'DisplayY': 47.71345500000001, 'Xmin': -122.31663049999999, 'Xmax': -122.3126305, 'Ymin': 47.71145500000001, 'Ymax': 47.71545500000001, 'ExInfo': 'NEAE'}, 'extent': {'xmin': -122.31663049999999, 'ymin': 47.71145500000001, 'xmax': -122.3126305, 'ymax': 47.71545500000001}}"
Adams,elementary school,6110 28th Ave NW,98107,N/A,-122.3929526,47.67324655,"{'address': '6110 28th Ave NW, Seattle, Washington, 98107', 'location': {'x': -122.39295255961478, 'y': 47.6732465522865}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '6110 28th Ave NW, Seattle, Washington, 98107', 'LongLabel': '6110 28th Ave NW, Seattle, WA, 98107, USA', 'ShortLabel': '6110 28th Ave NW', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '6110 28th Ave NW, Seattle, Washington, 98107', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '6110', 'AddNumFrom': '6100', 'AddNumTo': '6198', 'AddRange': '6100-6198', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '28th', 'StType': 'Ave', 'StDir': 'NW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '6110 28th Ave NW', 'Block': '', 'Sector': '', 'Nbrhd': 'Adams', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98107', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.39295255961478, 'Y': 47.6732465522865, 'DisplayX': -122.39295255961478, 'DisplayY': 47.6732465522865, 'Xmin': -122.39395255961479, 'Xmax': -122.39195255961478, 'Ymin': 47.6722465522865, 'Ymax': 47.6742465522865, 'ExInfo': ''}, 'extent': {'xmin': -122.39395255961479, 'ymin': 47.6722465522865, 'xmax': -122.39195255961478, 'ymax': 47.6742465522865}}"
Alki,elementary school,3010 59th Ave SW ,98116,N/A,-122.4080303,47.57713074,"{'address': '3010 59th Ave SW, Seattle, Washington, 98116', 'location': {'x': -122.40803029612223, 'y': 47.57713074271453}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '3010 59th Ave SW, Seattle, Washington, 98116', 'LongLabel': '3010 59th Ave SW, Seattle, WA, 98116, USA', 'ShortLabel': '3010 59th Ave SW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '3010 59th Ave SW, Seattle, Washington, 98116', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '3010', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '59th', 'StType': 'Ave', 'StDir': 'SW', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '3010 59th Ave SW', 'Block': '', 'Sector': '', 'Nbrhd': 'Alki', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98116', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.40803029612223, 'Y': 47.57713074271453, 'DisplayX': -122.407821, 'DisplayY': 47.577132000000006, 'Xmin': -122.408821, 'Xmax': -122.406821, 'Ymin': 47.57613200000001, 'Ymax': 47.578132000000004, 'ExInfo': ''}, 'extent': {'xmin': -122.408821, 'ymin': 47.57613200000001, 'xmax': -122.406821, 'ymax': 47.578132000000004}}"
Arbor Heights,elementary school,3701 SW 104th Street,98146,N/A,-122.3791164,47.50989842,"{'address': '3701 SW 104th St, Seattle, Washington, 98146', 'location': {'x': -122.37911642465727, 'y': 47.50989842465728}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '3701 SW 104th St, Seattle, Washington, 98146', 'LongLabel': '3701 SW 104th St, Seattle, WA, 98146, USA', 'ShortLabel': '3701 SW 104th St', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '3701 SW 104th St, Seattle, Washington, 98146', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '3701', 'AddNumFrom': '3701', 'AddNumTo': '3651', 'AddRange': '3651-3701', 'Side': 'R', 'StPreDir': 'SW', 'StPreType': '', 'StName': '104th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '3701 SW 104th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Arbor Heights', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98146', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.37911642465727, 'Y': 47.50989842465728, 'DisplayX': -122.37911642465727, 'DisplayY': 47.50989842465728, 'Xmin': -122.38011642465727, 'Xmax': -122.37811642465726, 'Ymin': 47.50889842465728, 'Ymax': 47.51089842465728, 'ExInfo': ''}, 'extent': {'xmin': -122.38011642465727, 'ymin': 47.50889842465728, 'xmax': -122.37811642465726, 'ymax': 47.51089842465728}}"
"Bagley, Daniel",elementary school,7821 Stone Ave N ,98103,N/A,-122.3418313,47.68619707,"{'address': '7821 Stone Ave N, Seattle, Washington, 98103', 'location': {'x': -122.34183130327735, 'y': 47.68619706939232}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '7821 Stone Ave N, Seattle, Washington, 98103', 'LongLabel': '7821 Stone Ave N, Seattle, WA, 98103, USA', 'ShortLabel': '7821 Stone Ave N', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '7821 Stone Ave N, Seattle, Washington, 98103', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '7821', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': 'Stone', 'StType': 'Ave', 'StDir': 'N', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '7821 Stone Ave N', 'Block': '', 'Sector': '', 'Nbrhd': 'Green Lake', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98103', 'PostalExt': '4835', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.34183130327735, 'Y': 47.68619706939232, 'DisplayX': -122.3424405, 'DisplayY': 47.68625700000001, 'Xmin': -122.3434405, 'Xmax': -122.34144049999999, 'Ymin': 47.685257000000014, 'Ymax': 47.68725700000001, 'ExInfo': ''}, 'extent': {'xmin': -122.3434405, 'ymin': 47.685257000000014, 'xmax': -122.34144049999999, 'ymax': 47.68725700000001}}"
Beacon Hill,elementary school,2025 14th Ave S ,98144,N/A,-122.3147117,47.58546544,"{'address': '2025 14th Ave S, Seattle, Washington, 98144', 'location': {'x': -122.31471171166804, 'y': 47.58546544463039}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2025 14th Ave S, Seattle, Washington, 98144', 'LongLabel': '2025 14th Ave S, Seattle, WA, 98144, USA', 'ShortLabel': '2025 14th Ave S', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2025 14th Ave S, Seattle, Washington, 98144', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2025', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '14th', 'StType': 'Ave', 'StDir': 'S', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2025 14th Ave S', 'Block': '', 'Sector': '', 'Nbrhd': 'North Beacon Hill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98144', 'PostalExt': '4205', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.31471171166804, 'Y': 47.58546544463039, 'DisplayX': -122.315121, 'DisplayY': 47.585475, 'Xmin': -122.31612100000001, 'Xmax': -122.314121, 'Ymin': 47.584475000000005, 'Ymax': 47.586475, 'ExInfo': ''}, 'extent': {'xmin': -122.31612100000001, 'ymin': 47.584475000000005, 'xmax': -122.314121, 'ymax': 47.586475}}"
Bryant,elementary school,3311 NE 60th St ,98115,N/A,-122.2920225,47.67211749,"{'address': '3311 NE 60th St, Seattle, Washington, 98115', 'location': {'x': -122.2920225, 'y': 47.67211749120011}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '3311 NE 60th St, Seattle, Washington, 98115', 'LongLabel': '3311 NE 60th St, Seattle, WA, 98115, USA', 'ShortLabel': '3311 NE 60th St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '3311 NE 60th St, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '3311', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'NE', 'StPreType': '', 'StName': '60th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '3311 NE 60th St', 'Block': '', 'Sector': '', 'Nbrhd': 'Ravenna', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '7318', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.2920225, 'Y': 47.67211749120011, 'DisplayX': -122.2920225, 'DisplayY': 47.671515, 'Xmin': -122.2930225, 'Xmax': -122.2910225, 'Ymin': 47.670515, 'Ymax': 47.672515, 'ExInfo': ''}, 'extent': {'xmin': -122.2930225, 'ymin': 47.670515, 'xmax': -122.2910225, 'ymax': 47.672515}}"
Cascadia,elementary school,1700 North 90th Street ,98103,N/A,-122.337724,47.69422469,"{'address': '1700 N 90th St, Seattle, Washington, 98103', 'location': {'x': -122.33772397852843, 'y': 47.69422468868589}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '1700 N 90th St, Seattle, Washington, 98103', 'LongLabel': '1700 N 90th St, Seattle, WA, 98103, USA', 'ShortLabel': '1700 N 90th St', 'Addr_type': 'StreetAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '1700 N 90th St, Seattle, Washington, 98103', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '1700', 'AddNumFrom': '1798', 'AddNumTo': '1700', 'AddRange': '1700-1798', 'Side': 'R', 'StPreDir': 'N', 'StPreType': '', 'StName': '90th', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '1700 N 90th St', 'Block': '', 'Sector': '', 'Nbrhd': 'North College Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98103', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.33772397852843, 'Y': 47.69422468868589, 'DisplayX': -122.33772397852843, 'DisplayY': 47.69422468868589, 'Xmin': -122.33872397852844, 'Xmax': -122.33672397852843, 'Ymin': 47.693224688685895, 'Ymax': 47.69522468868589, 'ExInfo': ''}, 'extent': {'xmin': -122.33872397852844, 'ymin': 47.693224688685895, 'xmax': -122.33672397852843, 'ymax': 47.69522468868589}}"
Cedar Park,elementary school,13224 37th Ave NE,98125,option,-122.2886107,47.72579353,"{'address': '13224 37th Ave NE, Seattle, Washington, 98125', 'location': {'x': -122.28861067003359, 'y': 47.72579352844943}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '13224 37th Ave NE, Seattle, Washington, 98125', 'LongLabel': '13224 37th Ave NE, Seattle, WA, 98125, USA', 'ShortLabel': '13224 37th Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '13224 37th Ave NE, Seattle, Washington, 98125', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '13224', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '37th', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '13224 37th Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Cedar Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98125', 'PostalExt': '4649', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.28861067003359, 'Y': 47.72579352844943, 'DisplayX': -122.2875315, 'DisplayY': 47.72580300000001, 'Xmin': -122.2895315, 'Xmax': -122.2855315, 'Ymin': 47.72380300000001, 'Ymax': 47.727803000000016, 'ExInfo': ''}, 'extent': {'xmin': -122.2895315, 'ymin': 47.72380300000001, 'xmax': -122.2855315, 'ymax': 47.727803000000016}}"
Frantz Coe,elementary school,2424 7th Ave W ,98119,N/A,-122.3662423,47.64052878,"{'address': '2424 7th Ave W, Seattle, Washington, 98119', 'location': {'x': -122.36624226221981, 'y': 47.64052877546312}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2424 7th Ave W, Seattle, Washington, 98119', 'LongLabel': '2424 7th Ave W, Seattle, WA, 98119, USA', 'ShortLabel': '2424 7th Ave W', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2424 7th Ave W, Seattle, Washington, 98119', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2424', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': '', 'StPreType': '', 'StName': '7th', 'StType': 'Ave', 'StDir': 'W', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2424 7th Ave W', 'Block': '', 'Sector': '', 'Nbrhd': 'North Queen Anne', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98119', 'PostalExt': '2513', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.36624226221981, 'Y': 47.64052877546312, 'DisplayX': -122.36559299999999, 'DisplayY': 47.640510000000006, 'Xmin': -122.36759299999999, 'Xmax': -122.363593, 'Ymin': 47.638510000000004, 'Ymax': 47.64251000000001, 'ExInfo': ''}, 'extent': {'xmin': -122.36759299999999, 'ymin': 47.638510000000004, 'xmax': -122.363593, 'ymax': 47.64251000000001}}"
Concord,elementary school,723 S Concord St ,98108,N/A,-122.3246925,47.5238815,"{'address': '723 S Concord St, Seattle, Washington, 98108', 'location': {'x': -122.3246925, 'y': 47.523881495672164}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '723 S Concord St, Seattle, Washington, 98108', 'LongLabel': '723 S Concord St, Seattle, WA, 98108, USA', 'ShortLabel': '723 S Concord St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '723 S Concord St, Seattle, Washington, 98108', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '723', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Concord', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '723 S Concord St', 'Block': '', 'Sector': '', 'Nbrhd': 'South Park', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98108', 'PostalExt': '4641', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.3246925, 'Y': 47.523881495672164, 'DisplayX': -122.3246925, 'DisplayY': 47.52360899999999, 'Xmin': -122.3256925, 'Xmax': -122.32369249999999, 'Ymin': 47.522608999999996, 'Ymax': 47.52460899999999, 'ExInfo': ''}, 'extent': {'xmin': -122.3256925, 'ymin': 47.522608999999996, 'xmax': -122.32369249999999, 'ymax': 47.52460899999999}}"
B.F. Day,elementary school,3921 Linden Ave N ,98103,N/A,-122.3486437,47.65463103,"{'address': '3921 Linden Ave N, Seattle, Washington, 98103', 'location': {'x': -122.34864372277653, 'y': 47.65463103136361}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '3921 Linden Ave N, Seattle, Washington, 98103', 'LongLabel': '3921 Linden Ave N, Seattle, WA, 98103, USA', 'ShortLabel': '3921 Linden Ave N', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '3921 Linden Ave N, Seattle, Washington, 98103', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '3921', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': 'Linden', 'StType': 'Ave', 'StDir': 'N', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '3921 Linden Ave N', 'Block': '', 'Sector': '', 'Nbrhd': 'Fremont', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98103', 'PostalExt': '', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.34864372277653, 'Y': 47.65463103136361, 'DisplayX': -122.34912299999999, 'DisplayY': 47.65464, 'Xmin': -122.350123, 'Xmax': -122.34812299999999, 'Ymin': 47.65364, 'Ymax': 47.65564, 'ExInfo': ''}, 'extent': {'xmin': -122.350123, 'ymin': 47.65364, 'xmax': -122.34812299999999, 'ymax': 47.65564}}"
Dearborn Park,elementary school,2820 S Orcas St ,98108,N/A,-122.2956134,47.55088046,"{'address': '2820 S Orcas St, Seattle, Washington, 98108', 'location': {'x': -122.2956133694097, 'y': 47.5508804588833}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '2820 S Orcas St, Seattle, Washington, 98108', 'LongLabel': '2820 S Orcas St, Seattle, WA, 98108, USA', 'ShortLabel': '2820 S Orcas St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '2820 S Orcas St, Seattle, Washington, 98108', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '2820', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Orcas', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '2820 S Orcas St', 'Block': '', 'Sector': '', 'Nbrhd': 'Mid-Beacon Hill', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98108', 'PostalExt': '3066', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.2956133694097, 'Y': 47.5508804588833, 'DisplayX': -122.295564, 'DisplayY': 47.551923000000016, 'Xmin': -122.297564, 'Xmax': -122.293564, 'Ymin': 47.549923000000014, 'Ymax': 47.55392300000002, 'ExInfo': ''}, 'extent': {'xmin': -122.297564, 'ymin': 47.549923000000014, 'xmax': -122.293564, 'ymax': 47.55392300000002}}"
Decatur,elementary school,7711 43rd Ave NE,98115,N/A,-122.2821807,47.68557221,"{'address': '7711 43rd Ave NE, Seattle, Washington, 98115', 'location': {'x': -122.28218071224497, 'y': 47.68557221426511}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '7711 43rd Ave NE, Seattle, Washington, 98115', 'LongLabel': '7711 43rd Ave NE, Seattle, WA, 98115, USA', 'ShortLabel': '7711 43rd Ave NE', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '7711 43rd Ave NE, Seattle, Washington, 98115', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '7711', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'L', 'StPreDir': '', 'StPreType': '', 'StName': '43rd', 'StType': 'Ave', 'StDir': 'NE', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '7711 43rd Ave NE', 'Block': '', 'Sector': '', 'Nbrhd': 'Wedgwood', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98115', 'PostalExt': '5109', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.28218071224497, 'Y': 47.68557221426511, 'DisplayX': -122.28282, 'DisplayY': 47.685564, 'Xmin': -122.28382, 'Xmax': -122.28182, 'Ymin': 47.684564, 'Ymax': 47.686564, 'ExInfo': ''}, 'extent': {'xmin': -122.28382, 'ymin': 47.684564, 'xmax': -122.28182, 'ymax': 47.686564}}"
Dunlap,elementary school,4525 S Cloverdale St ,98118,N/A,-122.2748505,47.5260905,"{'address': '4525 S Cloverdale St, Seattle, Washington, 98118', 'location': {'x': -122.2748505, 'y': 47.526090504473}, 'score': 100, 'attributes': {'Loc_name': 'World', 'Status': 'M', 'Score': 100, 'Match_addr': '4525 S Cloverdale St, Seattle, Washington, 98118', 'LongLabel': '4525 S Cloverdale St, Seattle, WA, 98118, USA', 'ShortLabel': '4525 S Cloverdale St', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'Place_addr': '4525 S Cloverdale St, Seattle, Washington, 98118', 'Phone': '', 'URL': '', 'Rank': 20, 'AddBldg': '', 'AddNum': '4525', 'AddNumFrom': '', 'AddNumTo': '', 'AddRange': '', 'Side': 'R', 'StPreDir': 'S', 'StPreType': '', 'StName': 'Cloverdale', 'StType': 'St', 'StDir': '', 'BldgType': '', 'BldgName': '', 'LevelType': '', 'LevelName': '', 'UnitType': '', 'UnitName': '', 'SubAddr': '', 'StAddr': '4525 S Cloverdale St', 'Block': '', 'Sector': '', 'Nbrhd': 'Dunlap', 'District': '', 'City': 'Seattle', 'MetroArea': 'Seattle Metro Area', 'Subregion': 'King County', 'Region': 'Washington', 'RegionAbbr': 'WA', 'Territory': '', 'Zone': '', 'Postal': '98118', 'PostalExt': '4632', 'Country': 'USA', 'LangCode': 'ENG', 'Distance': 0, 'X': -122.2748505, 'Y': 47.526090504473, 'DisplayX': -122.2748505, 'DisplayY': 47.524968, 'Xmin': -122.2758505, 'Xmax': -122.2738505, 'Ymin': 47.523968, 'Ymax': 47.525968, 'ExInfo': ''}, 'extent': {'xmin': -122.2758505, 'ymin': 47.523968, 'xmax': -122.2738505, 'ymax': 47.525968}}"
